Financing scheme,Function,Measure,LOCATION,Country,Year,Value
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,NZL,New Zealand,2005,8.273
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,NZL,New Zealand,2006,8.638
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,NZL,New Zealand,2007,8.329
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,NZL,New Zealand,2008,9.124
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,NZL,New Zealand,2009,9.621
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,NZL,New Zealand,2010,9.593
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,NZL,New Zealand,2011,9.52
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,NZL,New Zealand,2012,9.652
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,NZL,New Zealand,2013,9.36
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,NZL,New Zealand,2014,9.402
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,NZL,New Zealand,2015,9.283
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,NZL,New Zealand,2016,9.244
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,NZL,New Zealand,2017,8.97
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,NZL,New Zealand,2018,9.038
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,NZL,New Zealand,2019,9.069
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,NZL,New Zealand,2020,9.689
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,NZL,New Zealand,2021,10.125
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,NZL,New Zealand,2022,11.208
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,HRV,Croatia,2003,6.295
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,HRV,Croatia,2004,6.504
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,HRV,Croatia,2005,6.839
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,HRV,Croatia,2006,6.912
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,HRV,Croatia,2007,7.405
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,HRV,Croatia,2008,7.651
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,HRV,Croatia,2009,8.082
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,HRV,Croatia,2010,7.988
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,HRV,Croatia,2011,7.464
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,HRV,Croatia,2012,7.495
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,HRV,Croatia,2013,6.425
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,HRV,Croatia,2014,6.61
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,HRV,Croatia,2015,6.69
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,HRV,Croatia,2016,6.725
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,HRV,Croatia,2017,6.657
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,HRV,Croatia,2018,6.75
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,HRV,Croatia,2019,6.802
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,HRV,Croatia,2020,7.729
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,HRV,Croatia,2021,8.102
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,ARG,Argentina,2000,8.22
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,ARG,Argentina,2001,8.372
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,ARG,Argentina,2002,7.393
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,ARG,Argentina,2003,6.895
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,ARG,Argentina,2004,7.229
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,ARG,Argentina,2005,7.611
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,ARG,Argentina,2006,7.64
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,ARG,Argentina,2007,7.835
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,ARG,Argentina,2008,8.183
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,ARG,Argentina,2009,9.456
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,ARG,Argentina,2010,9.445
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,ARG,Argentina,2011,9.418
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,ARG,Argentina,2012,9.827
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,ARG,Argentina,2013,9.781
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,ARG,Argentina,2014,9.671
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,ARG,Argentina,2015,10.229
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,ARG,Argentina,2016,9.002
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,ARG,Argentina,2017,10.442
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,ARG,Argentina,2018,9.534
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,ARG,Argentina,2019,9.355
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,ARG,Argentina,2020,9.984
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,BRA,Brazil,2000,8.335
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,BRA,Brazil,2001,8.55
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,BRA,Brazil,2002,8.697
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,BRA,Brazil,2003,8.189
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,BRA,Brazil,2004,8.125
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,BRA,Brazil,2005,8.035
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,BRA,Brazil,2006,8.25
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,BRA,Brazil,2007,8.202
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,BRA,Brazil,2008,8.011
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,BRA,Brazil,2009,8.395
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,BRA,Brazil,2010,7.945
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,BRA,Brazil,2011,7.788
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,BRA,Brazil,2012,7.736
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,BRA,Brazil,2013,7.977
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,BRA,Brazil,2014,8.396
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,BRA,Brazil,2015,8.909
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,BRA,Brazil,2016,9.169
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,BRA,Brazil,2017,9.471
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,BRA,Brazil,2018,9.465
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,BRA,Brazil,2019,9.614
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,BRA,Brazil,2020,10.12
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,CHN,China (People's Republic of),2000,4.487
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,CHN,China (People's Republic of),2001,4.235
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,CHN,China (People's Republic of),2002,4.369
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,CHN,China (People's Republic of),2003,4.409
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,CHN,China (People's Republic of),2004,4.281
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,CHN,China (People's Republic of),2005,4.184
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,CHN,China (People's Republic of),2006,3.95
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,CHN,China (People's Republic of),2007,3.68
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,CHN,China (People's Republic of),2008,3.886
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,CHN,China (People's Republic of),2009,4.339
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,CHN,China (People's Republic of),2010,4.194
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,CHN,China (People's Republic of),2011,4.309
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,CHN,China (People's Republic of),2012,4.57
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,CHN,China (People's Republic of),2013,4.742
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,CHN,China (People's Republic of),2014,4.8
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,CHN,China (People's Republic of),2015,4.961
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,CHN,China (People's Republic of),2016,4.977
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,CHN,China (People's Republic of),2017,5.047
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,CHN,China (People's Republic of),2018,5.148
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,CHN,China (People's Republic of),2019,5.373
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,CHN,China (People's Republic of),2020,5.66
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,IND,India,2000,4.161
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,IND,India,2001,4.396
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,IND,India,2002,4.373
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,IND,India,2003,4.134
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,IND,India,2004,4.081
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,IND,India,2005,3.91
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,IND,India,2006,3.749
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,IND,India,2007,3.628
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,IND,India,2008,3.625
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,IND,India,2009,3.594
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,IND,India,2010,3.375
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,IND,India,2011,3.246
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,IND,India,2012,3.329
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,IND,India,2013,3.749
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,IND,India,2014,3.62
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,IND,India,2015,3.596
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,IND,India,2016,3.504
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,IND,India,2017,2.936
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,IND,India,2018,2.86
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,IND,India,2019,2.904
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,IND,India,2020,2.955
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,IDN,Indonesia,2000,1.842
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,IDN,Indonesia,2001,2.106
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,IDN,Indonesia,2002,1.969
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,IDN,Indonesia,2003,2.235
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,IDN,Indonesia,2004,2.107
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,IDN,Indonesia,2005,2.517
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,IDN,Indonesia,2006,2.604
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,IDN,Indonesia,2007,2.807
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,IDN,Indonesia,2008,2.548
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,IDN,Indonesia,2009,2.623
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,IDN,Indonesia,2010,2.791
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,IDN,Indonesia,2011,2.989
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,IDN,Indonesia,2012,2.914
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,IDN,Indonesia,2013,2.869
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,IDN,Indonesia,2014,2.964
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,IDN,Indonesia,2015,2.924
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,IDN,Indonesia,2016,3.021
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,IDN,Indonesia,2017,2.904
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,IDN,Indonesia,2018,2.868
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,IDN,Indonesia,2019,2.905
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,IDN,Indonesia,2020,3.413
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,PER,Peru,2000,4.415
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,PER,Peru,2001,4.722
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,PER,Peru,2002,4.939
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,PER,Peru,2003,4.587
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,PER,Peru,2004,4.43
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,PER,Peru,2005,4.666
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,PER,Peru,2006,4.41
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,PER,Peru,2007,4.426
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,PER,Peru,2008,4.533
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,PER,Peru,2009,4.965
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,PER,Peru,2010,4.715
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,PER,Peru,2011,4.535
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,PER,Peru,2012,4.735
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,PER,Peru,2013,4.749
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,PER,Peru,2014,4.964
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,PER,Peru,2015,4.961
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,PER,Peru,2016,4.96
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,PER,Peru,2017,4.881
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,PER,Peru,2018,5.16
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,PER,Peru,2019,5.179
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,PER,Peru,2020,6.286
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,ROU,Romania,2003,5.371
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,ROU,Romania,2004,5.477
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,ROU,Romania,2005,5.528
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,ROU,Romania,2006,5.071
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,ROU,Romania,2007,5.023
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,ROU,Romania,2008,5.023
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,ROU,Romania,2009,5.278
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,ROU,Romania,2010,5.64
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,ROU,Romania,2011,4.475
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,ROU,Romania,2012,4.509
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,ROU,Romania,2013,5.224
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,ROU,Romania,2014,5.028
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,ROU,Romania,2015,4.943
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,ROU,Romania,2016,5.08
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,ROU,Romania,2017,5.189
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,ROU,Romania,2018,5.518
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,ROU,Romania,2019,5.714
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,ROU,Romania,2020,6.226
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,ROU,Romania,2021,6.479
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,ZAF,South Africa,2000,7.337
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,ZAF,South Africa,2001,7.123
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,ZAF,South Africa,2002,6.678
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,ZAF,South Africa,2003,7.041
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,ZAF,South Africa,2004,6.938
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,ZAF,South Africa,2005,6.862
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,ZAF,South Africa,2006,6.877
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,ZAF,South Africa,2007,6.905
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,ZAF,South Africa,2008,7.148
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,ZAF,South Africa,2009,7.649
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,ZAF,South Africa,2010,7.794
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,ZAF,South Africa,2011,7.944
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,ZAF,South Africa,2012,8.004
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,ZAF,South Africa,2013,8.103
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,ZAF,South Africa,2014,7.871
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,ZAF,South Africa,2015,8.053
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,ZAF,South Africa,2016,8.08
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,ZAF,South Africa,2017,7.977
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,ZAF,South Africa,2018,8.077
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,ZAF,South Africa,2019,8.23
All financing schemes,Current expenditure on health (all functions),Share of gross domestic product,ZAF,South Africa,2020,8.528
